0	-64
1000	-82
2000	-84
3000	-40
4000	-6
5000	54
6000	-6
7000	-4
8000	52
9000	98
10000	70
11000	128
12000	122
13000	174
14000	134
15000	178
16000	160
17000	182
18000	204
19000	256
20000	240
21000	280
22000	244
23000	292
24000	328
25000	342
26000	318
27000	288
28000	294
29000	262
30000	234
31000	256
32000	268
33000	234
34000	216
35000	206
36000	168
37000	204
38000	258
39000	234
40000	224
41000	244
42000	292
43000	304
44000	322
45000	346
46000	350
47000	358
48000	312
49000	340
50000	356
51000	392
52000	416
53000	462
54000	460
55000	498
56000	474
57000	466
58000	462
59000	440
60000	428
61000	394
62000	408
63000	442
64000	460
65000	430
66000	474
67000	498
68000	482
69000	452
70000	436
71000	424
72000	458
73000	484
74000	422
75000	344
76000	396
77000	402
78000	430
79000	390
80000	410
81000	420
82000	434
83000	436
84000	426
85000	384
86000	420
87000	442
88000	444
89000	478
90000	460
91000	432
92000	432
93000	492
94000	474
95000	402
96000	414
97000	344
98000	368
99000	374
100000	366
101000	426
102000	398
103000	394
104000	394
105000	392
106000	360
107000	348
108000	330
109000	364
110000	380
111000	392
112000	368
113000	374
114000	380
115000	400
116000	378
117000	374
118000	364
119000	416
120000	340
121000	320
122000	288
123000	288
124000	270
125000	290
126000	258
127000	216
128000	244
129000	242
130000	244
131000	214
132000	184
133000	162
134000	196
135000	168
136000	160
137000	182
138000	166
139000	152
140000	198
141000	208
142000	228
143000	228
144000	254
145000	252
146000	218
147000	222
148000	234
149000	266
150000	262
151000	342
152000	312
153000	260
154000	278
155000	296
156000	274
157000	244
158000	258
159000	266
160000	212
161000	160
162000	72
163000	68
164000	58
165000	58
166000	84
167000	78
168000	20
169000	46
170000	80
171000	70
172000	66
173000	126
174000	102
175000	108
176000	122
177000	130
178000	124
179000	96
180000	86
181000	72
182000	144
183000	164
184000	102
185000	86
186000	76
187000	162
188000	184
189000	100
190000	82
191000	112
192000	106
193000	124
194000	152
195000	106
196000	112
197000	98
198000	100
199000	136
200000	158
201000	180
202000	196
203000	206
204000	240
205000	226
206000	270
207000	318
208000	328
209000	340
210000	340
211000	348
212000	380
213000	366
214000	450
215000	452
216000	380
217000	326
218000	344
219000	334
220000	338
221000	390
222000	382
223000	386
224000	420
225000	496
226000	516
227000	480
228000	458
229000	434
230000	472
231000	486
232000	472
233000	482
234000	488
235000	498
236000	532
237000	568
238000	618
239000	662
240000	610
241000	622
242000	620
243000	652
244000	618
245000	590
246000	534
247000	518
248000	548
249000	632
250000	574
251000	578
252000	578
253000	578
254000	556
255000	556
256000	534
257000	566
258000	546
259000	530
260000	492
261000	432
262000	440
263000	438
264000	468
265000	412
266000	384
267000	370
268000	380
269000	388
270000	384
271000	402
272000	382
273000	426
274000	422
275000	400
276000	392
277000	400
278000	406
279000	438
280000	426
281000	378
282000	354
283000	304
284000	272
285000	286
286000	286
287000	354
288000	418
289000	352
290000	338
291000	316
292000	396
293000	386
294000	328
295000	378
296000	380
297000	378
298000	406
299000	444
300000	450
301000	430
302000	456
303000	486
304000	506
305000	534
306000	530
307000	572
308000	570
309000	554
310000	590
311000	612
312000	654
313000	646
314000	660
315000	700
316000	712
317000	694
318000	608
319000	580
320000	574
321000	554
322000	576
323000	592
324000	594
325000	536
326000	530
327000	544
328000	526
329000	476
330000	510
331000	500
332000	530
333000	556
334000	592
335000	584
336000	586
337000	600
338000	628
339000	626
340000	594
341000	596
342000	608
343000	574
344000	564
345000	604
346000	604
347000	632
348000	610
349000	568
350000	582
351000	598
352000	574
353000	620
354000	582
355000	614
356000	636
357000	652
358000	670
359000	690
360000	682
361000	688
362000	634
363000	586
364000	630
365000	642
366000	666
367000	656
368000	684
369000	712
370000	722
371000	642
372000	624
373000	616
374000	578
375000	590
376000	590
377000	588
378000	548
379000	584
380000	590
381000	562
382000	586
383000	556
384000	530
385000	544
386000	540
387000	524
388000	530
389000	552
390000	558
391000	530
392000	514
393000	540
394000	586
395000	572
396000	646
397000	616
398000	566
399000	550
400000	552
401000	562
402000	562
403000	604
404000	574
405000	616
406000	584
407000	570
408000	588
409000	572
410000	554
411000	558
412000	548
413000	566
414000	590
415000	580
416000	544
417000	540
418000	558
419000	578
420000	600
421000	628
422000	584
423000	550
424000	536
425000	524
426000	554
427000	570
428000	560
429000	556
430000	576
431000	522
432000	512
433000	476
434000	466
435000	432
436000	416
437000	420
438000	410
439000	440
440000	390
441000	384
442000	352
443000	344
444000	322
445000	314
446000	312
447000	344
448000	386
449000	416
450000	434
451000	432
452000	462
453000	436
454000	442
455000	444
456000	464
457000	518
458000	528
459000	538
460000	532
461000	516
462000	542
463000	488
464000	472
465000	496
466000	466
467000	508
468000	456
469000	418
470000	414
471000	426
472000	434
473000	436
474000	392
475000	414
476000	444
477000	470
478000	516
479000	466
480000	496
481000	456
482000	464
483000	460
484000	480
485000	438
486000	454
487000	464
488000	432
489000	444
490000	454
491000	464
492000	424
493000	436
494000	398
495000	364
496000	392
497000	388
498000	416
499000	342
500000	372
501000	378
502000	388
503000	360
504000	364
505000	416
506000	398
507000	382
508000	386
509000	462
510000	456
511000	498
512000	510
513000	502
514000	484
515000	516
516000	516
517000	524
518000	548
519000	534
520000	514
521000	510
522000	534
523000	518
524000	490
525000	502
526000	566
527000	600
528000	620
529000	602
530000	602
531000	600
532000	570
533000	530
534000	564
535000	548
536000	558
537000	540
538000	542
539000	554
540000	540
541000	560
542000	546
543000	518
544000	522
545000	506
546000	542
547000	542
548000	540
549000	552
550000	526
551000	494
552000	514
553000	504
554000	532
555000	516
556000	470
557000	474
558000	444
559000	472
560000	490
561000	486
562000	468
563000	450
564000	486
565000	534
566000	530
567000	534
568000	514
569000	520
570000	550
571000	530
572000	542
573000	530
574000	550
575000	578
576000	574
577000	580
578000	584
579000	590
580000	600
581000	598
582000	560
583000	558
584000	572
585000	584
586000	544
587000	562
588000	584
589000	584
590000	556
591000	566
592000	522
593000	492
594000	516
595000	518
596000	518
597000	534
598000	508
599000	526
600000	540
601000	542
602000	560
603000	536
604000	586
605000	552
606000	540
607000	544
608000	562
609000	572
610000	568
611000	574
612000	550
613000	578
614000	584
615000	554
616000	546
617000	548
618000	570
619000	588
620000	618
621000	626
622000	588
623000	610
624000	582
625000	578
626000	598
627000	574
