0	-68
1000	32
2000	-12
3000	-10
4000	-28
5000	-30
6000	10
7000	-26
8000	32
9000	-10
10000	-28
11000	2
12000	54
13000	40
14000	22
15000	24
16000	2
17000	-26
18000	-24
19000	-14
20000	-2
21000	-36
22000	-40
23000	-10
24000	-34
25000	-54
26000	-64
27000	-56
28000	-86
29000	-100
30000	-118
31000	-76
32000	-38
33000	-64
34000	-118
35000	-144
36000	-146
37000	-172
38000	-190
39000	-178
40000	-176
41000	-172
42000	-200
43000	-200
44000	-222
45000	-196
46000	-142
47000	-132
48000	-136
49000	-116
50000	-110
51000	-116
52000	-148
53000	-114
54000	-86
55000	-56
56000	-56
57000	-66
58000	-26
59000	-58
60000	-28
61000	-18
62000	-34
63000	-56
64000	-68
65000	-68
66000	-104
67000	-110
68000	-142
69000	-134
70000	-162
71000	-180
72000	-186
73000	-162
74000	-166
75000	-238
76000	-194
77000	-242
78000	-264
79000	-292
80000	-296
81000	-246
82000	-296
83000	-284
84000	-308
85000	-320
86000	-346
87000	-356
88000	-372
89000	-342
90000	-360
91000	-360
92000	-326
93000	-336
94000	-322
95000	-320
96000	-324
97000	-290
98000	-252
99000	-238
100000	-248
101000	-260
102000	-254
103000	-260
104000	-254
105000	-216
106000	-214
107000	-214
108000	-220
109000	-216
110000	-212
111000	-252
112000	-212
113000	-242
114000	-256
115000	-272
116000	-226
117000	-210
118000	-212
119000	-236
120000	-252
121000	-242
122000	-236
123000	-238
124000	-252
125000	-286
126000	-250
127000	-236
128000	-238
129000	-290
130000	-266
131000	-268
132000	-318
133000	-300
134000	-278
135000	-244
136000	-196
137000	-184
138000	-176
139000	-180
140000	-204
141000	-144
142000	-172
143000	-174
144000	-166
145000	-168
146000	-230
147000	-228
148000	-216
149000	-182
150000	-176
151000	-234
152000	-196
153000	-222
154000	-234
155000	-224
156000	-220
157000	-178
158000	-198
159000	-188
160000	-172
161000	-180
162000	-178
163000	-154
164000	-194
165000	-204
166000	-198
167000	-176
168000	-140
169000	-170
170000	-152
171000	-162
172000	-166
173000	-168
174000	-196
175000	-222
176000	-224
177000	-214
178000	-176
179000	-184
180000	-178
181000	-166
182000	-162
183000	-208
184000	-240
185000	-254
186000	-242
187000	-192
188000	-176
189000	-168
190000	-168
191000	-178
192000	-176
193000	-182
194000	-164
195000	-140
196000	-200
197000	-152
198000	-142
199000	-112
200000	-142
201000	-162
202000	-120
203000	-126
204000	-100
205000	-90
206000	-66
207000	-48
208000	-42
209000	-48
210000	-54
211000	-58
212000	-64
213000	-98
214000	-118
215000	-108
216000	-124
217000	-138
218000	-170
219000	-136
220000	-68
221000	-40
222000	-20
223000	26
224000	48
225000	42
226000	32
227000	100
228000	126
229000	142
230000	158
231000	168
232000	174
233000	136
234000	166
235000	154
236000	146
237000	104
238000	126
239000	108
240000	94
241000	44
242000	90
243000	132
244000	156
245000	174
246000	152
247000	160
248000	110
249000	164
250000	122
251000	98
252000	84
253000	92
254000	106
255000	158
256000	200
257000	190
258000	162
259000	140
260000	104
261000	128
262000	158
263000	218
264000	192
265000	170
266000	188
267000	168
268000	172
269000	138
270000	138
271000	144
272000	120
273000	98
274000	104
275000	86
276000	108
277000	82
278000	82
279000	128
280000	126
281000	78
282000	100
283000	72
284000	76
285000	96
286000	112
287000	162
288000	116
289000	122
290000	134
291000	158
292000	134
293000	90
294000	94
295000	108
296000	64
297000	42
298000	70
299000	40
300000	68
301000	82
302000	66
303000	74
304000	98
305000	86
306000	124
307000	152
308000	162
309000	228
310000	234
311000	194
312000	222
313000	222
314000	220
315000	242
316000	250
317000	242
318000	270
319000	260
320000	282
321000	244
322000	242
323000	282
324000	280
325000	266
326000	290
327000	284
328000	254
329000	234
330000	234
331000	250
332000	230
333000	246
334000	188
335000	182
336000	186
337000	150
338000	136
339000	128
340000	92
341000	150
342000	126
343000	112
344000	148
345000	108
346000	90
347000	72
348000	102
349000	96
350000	102
351000	98
352000	94
353000	100
354000	84
355000	114
356000	96
357000	88
358000	106
359000	124
360000	96
361000	82
362000	122
363000	140
364000	150
365000	148
366000	156
367000	168
368000	136
369000	174
370000	178
371000	188
372000	190
373000	146
374000	180
375000	200
376000	206
377000	248
378000	244
379000	196
380000	182
381000	156
382000	110
383000	134
384000	154
385000	150
386000	120
387000	110
388000	146
389000	122
390000	140
391000	130
392000	172
393000	172
394000	174
395000	166
396000	150
397000	122
398000	122
399000	82
400000	96
401000	120
402000	140
403000	178
404000	208
405000	234
406000	224
407000	240
408000	222
409000	198
410000	168
411000	132
412000	144
413000	144
414000	132
415000	130
416000	164
417000	176
418000	138
419000	168
420000	170
421000	198
422000	230
423000	174
424000	128
425000	98
426000	114
427000	118
428000	92
429000	102
430000	88
431000	122
432000	60
433000	50
434000	66
435000	110
436000	148
437000	142
438000	116
439000	100
440000	158
441000	148
442000	152
443000	168
444000	206
445000	190
446000	172
447000	158
448000	162
449000	142
450000	178
451000	134
452000	126
453000	106
454000	110
455000	114
456000	64
457000	76
458000	18
459000	20
460000	30
461000	22
462000	10
463000	-8
464000	14
465000	26
466000	26
467000	16
468000	14
469000	-40
470000	-32
471000	-56
472000	-84
473000	-110
474000	-82
475000	-72
476000	-94
477000	-106
478000	-124
479000	-132
480000	-146
481000	-162
482000	-172
483000	-158
484000	-122
485000	-138
486000	-146
487000	-120
488000	-104
489000	-52
490000	-44
491000	-32
492000	-42
493000	-74
494000	-86
495000	-50
496000	-76
497000	-98
498000	-100
499000	-118
500000	-106
501000	-102
502000	-116
503000	-114
504000	-102
505000	-120
506000	-74
507000	-74
508000	-54
509000	-44
510000	-62
511000	-102
512000	-114
513000	-108
514000	-80
515000	-106
516000	-72
517000	-68
518000	-52
519000	-56
520000	-42
521000	-42
522000	-48
523000	-20
524000	-44
525000	-38
526000	-40
527000	-18
528000	42
529000	56
530000	76
531000	42
532000	70
533000	80
534000	102
